number,trade_name,address,council,date_of_offence,offence_code,nature,penalty,party_served,date_served,issuer
3120571787,THE CAKE MERCHANT,72 QUEEN STREET CAMPBELLTOWN 2560,Campbelltown,27-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,$880 ,SWEET AMBITION PTY LTD,02-11-16,Campbelltown City Council
3120571796,THE CAKE MERCHANT,72 QUEEN STREET CAMPBELLTOWN 2560,Campbelltown,27-10-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",$880 ,SWEET AMBITION PTY LTD,02-11-16,Campbelltown City Council
3139660316,THE COOKHOUSE,141-143 BELMORE ROAD RANDWICK 2031,Randwick,30-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,J & L SLOSS PTY LTD,05-10-16,Randwick City Council
7250542779,THE EIGHT MODERN CHINESE RESTAURANT,"LEVEL 3, 9-13 HAY STREET HAYMARKET 1240",Sydney,08-02-17,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$880 ,THE EIGHT MODERN CHINESE RESTAURANT PTY LTD,09-02-17,City of Sydney Council
3123940600,THE FAIRGROUND CAFE,"SHOP 7, 332-346 MILITARY ROAD CREMORNE 2090",North Sydney,12-09-16,23091 - Not keep and produce for inspection copy of food safety supervisor certificate - Corporation,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - previous warnings given,$660 ,GASTROGNOME NSW PTY LTD,20-09-16,North Sydney City Council
3108515338,THE FOOD SCENE,"SHOP 24, 41-47 SHEPHERDS DRIVE CHERRYBROOK 2126",Hornsby,13-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,CK FAMILY PTY LTD,10-11-16,Hornsby Shire Council
3120333013,THE FOODIE,2 SENTRY DRIVE STANHOPE GARDENS 2768,Blacktown,09-12-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warning given",$440 ,"SOMYAYING, PIRAT",16-12-16,Blacktown City Council
3072000901,THE GOOD FOOD DEPOT,SHOP E1 101 ROOKWOOD ROAD YAGOONA 2199,Canterbury-Bankstown,24-05-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",$880 ,THE GOOD FOOD DEPOT PTY LTD,26-05-16,Bankstown City Council
3072000910,THE GOOD FOOD DEPOT,SHOP E1 101 ROOKWOOD ROAD YAGOONA 2199,Canterbury-Bankstown,24-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,THE GOOD FOOD DEPOT PTY LTD,26-05-16,Bankstown City Council
3139660160,THE GREEN OLIVE RESTAURANT,113/1 PINE AVENUE LITTLE BAY 2036,Randwick,11-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warning given,$880 ,GREEN OLIVE RESTAURANT PTY LTD,15-07-16,Randwick City Council
3139660050,THE GREENER GROCER MAROUBRA,14/832 ANZAC PARADE MAROUBRA 2035,Randwick,15-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date - previous warnings given,$880 ,TOWERGOLD CORPORATION PTY LTD,26-05-16,Randwick City Council
3108245865,THE INDIAN GROCERIES,UNIT 2/9-11 HASSALL STREET WESTMEAD 2145,Holroyd,19-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,$880 ,GURU KRUPA TRADING PTY LTD,04-02-16,Holroyd City Council
3108245883,THE INDIAN GROCERIES,UNIT 2/9-11 HASSALL STREET WESTMEAD 2145,Holroyd,19-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,$880 ,GURU KRUPA TRADING PTY LTD,04-02-16,Holroyd City Council
7250535216,THE ISLE,116-118 DARLINGHURST ROAD DARLINGHURST 2010,Sydney,19-10-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warning given",$880 ,MEILAK INVESTMENTS PTY LTD,26-10-16,City of Sydney Council
3036409934,THE LANEWAY ESPRESSO,9A RAILWAY AVENUE WAHROONGA 2076,Ku-Ring-Gai,31-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to adequately contain the volumn and type of garbage and recycleable matter on the food premises - previous warning given,$880 ,W AND Y HOSPITALITY SERVICE PTY LTD,07-04-16,Ku-ring-gai Council
3036409943,THE LANEWAY ESPRESSO,9A RAILWAY AVENUE WAHROONGA 2076,Ku-Ring-Gai,29-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,$880 ,W AND Y HOSPITALITY SERVICE PTY LTD,07-04-16,Ku-ring-gai Council
3036575109,THE LIVING ROOM,"SHOP 16, 166-172 MONA VALE ROAD ST IVES 2075",Ku-Ring-Gai,30-11-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,H AND D INVESTMENT PTY LTD,06-12-16,Ku-ring-gai Council
3036575118,THE LIVING ROOM,"SHOP 16, 166-172 MONA VALE ROAD ST IVES 2075",Ku-Ring-Gai,30-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warning given,$880 ,H AND D INVESTMENT PTY LTD,06-12-16,Ku-ring-gai Council
3141247240,THE LOCAL PRESS,331 BALMAIN ROAD LILYFIELD 2040,Inner West,07-07-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control - previous warnings given,$440 ,"VERVERIS, ALEX",08-07-16,Leichhardt Municipal Council
3094369576,THE LOCALE,28 ALMA ROAD NEW LAMBTON 2305,Newcastle,10-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,THE LOCALE CAFE PTY LTD,16-02-16,Newcastle City Council
3094369585,THE LOCALE,28 ALMA ROAD NEW LAMBTON 2305,Newcastle,10-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,THE LOCALE CAFE PTY LTD,16-02-16,Newcastle City Council
3049388733,THE LUCKY CHINESE SEAFOOD RESTAURANT,258 BELMORE ROAD RIVERWOOD 2210,Georges River,26-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,$880 ,THE LUCKY CHINESE SEAFOOD RESTAURANT PTY LTD,--,Hurstville City Council
3049388742,THE LUCKY CHINESE SEAFOOD RESTAURANT,258 BELMORE ROAD RIVERWOOD 2210,Georges River,26-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,THE LUCKY CHINESE SEAFOOD RESTAURANT PTY LTD,--,Hurstville City Council
